Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HFKC;AFKC;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
B1;27.07.2018;Standard de Liège;KAA Gent;3;2;H;1;1;D;10;11;8;5;22;18;2;5;2;3;0;0;Þub.14;3.Nis;Mar.25;2.Þub;Mar.25;3.May;Þub.15;3.Þub;Mar.25;Þub.26;Mar.34;Mar.44;Þub.15;3.Þub;3.Oca;Þub.25;3.Nis;Mar.25;40;Þub.31;Þub.21;3.Nis;Mar.24;3.May;Mar.26;38;Þub.13;2.May;Oca.81;Oca.74;21;-0.25;Oca.97;Oca.92;Oca.96;Oca.91;Þub.35;Mar.28;Mar.31
B1;28.07.2018;KV Kortrijk;RSC Anderlecht;1;4;A;0;2;A;8;11;1;6;22;19;6;2;2;1;0;0;4.May;3.Aðu;Oca.72;4.Nis;3.Aðu;Oca.72;Nis.15;Mar.85;Oca.73;Nis.29;Nis.18;Oca.76;3.Aðu;4.Þub;Oca.67;4.Mar;3.Eyl;Oca.75;40;4.May;Nis.21;4.Þub;Mar.86;Oca.82;Oca.74;35;Oca.67;Oca.63;Þub.33;Þub.21;19;0.75;1.Eyl;Oca.84;2.May;Oca.98;Mar.67;Mar.86;Oca.99
B1;28.07.2018;KV Oostende;Royal Excel Mouscron;2;1;H;0;1;A;11;6;5;2;22;21;4;0;4;5;0;2;Oca.53;Mar.75;7;Oca.53;4;6;1.May;4.May;5.Aðu;Oca.53;Nis.35;Haz.47;1.May;Nis.33;5;Oca.53;4.Oca;6;39;Oca.57;Oca.52;4.Nis;4.May;7;May.99;36;Oca.81;Oca.75;Þub.13;2.Nis;22;-1;Oca.97;1.Eyl;Oca.97;Oca.91;Oca.57;Nis.31;6.Aðu
B1;28.07.2018;Sint-Truidense VV;KSV Cercle Brugge;0;0;D;0;0;D;9;10;3;6;23;16;2;5;2;3;0;0;1.Eyl;3.Haz;3.Aðu;1.Eyl;3.Haz;3.Aðu;Oca.85;3.May;3.Eyl;Oca.91;Mar.68;4.Oca;Oca.83;3.Haz;3.Haz;Oca.87;3.Haz;4;39;Oca.97;Oca.89;Mar.68;Mar.51;4.Oca;Mar.89;36;Oca.97;1.Eyl;Oca.94;Oca.87;18;-0.5;Oca.94;Oca.89;Oca.99;Oca.94;Oca.68;Nis.31;Nis.91
B1;28.07.2018;SV Zulte-Waregem;Waasland-Beveren;2;2;D;1;0;H;8;6;5;4;19;18;5;4;3;2;0;0;Oca.44;4.May;6.May;1.May;Nis.25;6;Oca.46;4.Nis;6;Oca.47;Nis.74;Haz.68;Oca.44;Nis.75;5;Oca.45;Nis.75;Haz.25;39;Oca.51;Oca.45;4.Aðu;Nis.46;6.Aðu;Haz.17;34;Oca.58;Oca.55;2.May;Þub.39;20;-1;Oca.79;Oca.74;Þub.16;2.Aðu;Oca.46;Nis.91;6.Eyl
B1;29.07.2018;Sporting de Charleroi;Royal Antwerp FC;0;1;A;0;1;A;10;6;5;3;18;15;7;3;1;2;0;0;2;3.Mar;Mar.75;Oca.91;3.Nis;3.Eyl;Oca.97;3.Þub;Mar.75;2.May;Mar.38;Mar.89;Oca.95;3.Mar;3.May;2;3.Mar;3.Eyl;39;2.Tem;Oca.99;3.Nis;Mar.26;4;Mar.77;35;Þub.28;Þub.19;1.Tem;Oca.64;17;-0.5;2.Haz;Oca.99;Oca.88;Oca.83;2.Nis;Mar.38;3.Ara
B1;29.07.2018;Club Brugge KV;KAS Eupen;5;2;H;3;0;H;12;9;8;5;12;16;4;4;0;4;0;1;Oca.22;6.May;11;Oca.22;6;11.May;Oca.25;5.Tem;9.Aðu;Oca.24;Haz.51;Ara.63;1.Þub;6.May;9;Oca.25;6;11;40;Oca.29;Oca.23;Haz.52;6.Haz;Ara.87;Eki.41;34;1.May;Oca.44;Þub.75;Þub.65;19;-1.75;2;Oca.92;Oca.98;Oca.89;Oca.29;May.87;Kas.44
B1;29.07.2018;Sporting Lokeren;KRC Genk;0;4;A;0;2;A;5;20;1;7;14;8;2;9;1;0;1;0;Mar.75;3.Nis;2;3.Nis;3.May;2.May;Mar.55;Mar.45;Oca.97;Mar.69;Mar.65;2.Þub;Mar.25;3.Haz;Oca.95;3.May;3.May;2.May;40;Mar.75;Mar.49;Mar.65;Mar.42;2.Ara;2.Þub;36;Oca.92;Oca.85;Oca.99;Oca.91;18;0.5;Oca.85;Oca.79;2.Ara;2.Nis;Nis.37;4.Mar;Oca.75
B1;3.08.2018;Waasland-Beveren;Standard de Liège;0;0;D;0;0;D;7;19;4;11;15;11;3;10;3;1;0;1;3.Aðu;3.Aðu;Oca.85;Nis.33;3.Tem;Oca.83;Nis.15;Mar.55;1.Aðu;4.Nis;Mar.74;Oca.85;4;3.Tem;Oca.73;Nis.33;3.Haz;1.Aðu;38;4.Nis;Nis.14;Mar.85;Mar.62;Oca.88;Oca.82;34;2.Þub;Oca.94;Oca.92;Oca.84;17;0.5;2.Haz;2.Oca;Oca.87;Oca.82;Nis.74;Mar.62;Oca.83
B1;4.08.2018;Royal Antwerp FC;KV Kortrijk;0;0;D;0;0;D;24;0;12;0;14;21;9;1;1;2;0;0;Oca.83;3.Nis;4.May;Oca.85;3.Tem;4.Þub;Oca.77;Mar.55;Nis.25;Oca.85;Mar.68;Nis.39;Oca.75;3.Haz;4;Oca.83;3.Haz;4.Þub;39;Oca.89;Oca.82;3.Tem;Mar.53;4.May;4.Þub;35;Oca.99;Oca.91;Oca.95;Oca.86;17;-0.5;Oca.87;Oca.83;2.May;2;1.Tem;Mar.87;May.35
B1;4.08.2018;KSV Cercle Brugge;Sporting Lokeren;3;2;H;2;1;H;18;7;10;3;13;13;5;0;2;4;0;0;2;3.Haz;3.May;2;3.Haz;3.Tem;Oca.95;Mar.65;3.Nis;2;Mar.87;Mar.55;Oca.91;Mar.75;Mar.25;Oca.95;3.Tem;3.Haz;40;2.Nis;Oca.97;4;Mar.62;3.Tem;3.May;32;Oca.71;Oca.67;Þub.23;Þub.14;17;-0.5;2.Oca;Oca.96;Oca.93;Oca.87;2.Kas;Mar.64;Mar.51
B1;4.08.2018;KAS Eupen;Sporting de Charleroi;1;4;A;1;2;A;11;11;6;9;12;14;3;3;1;0;1;0;2.Tem;3.Þub;Þub.62;Þub.65;3.Nis;Þub.65;2.Haz;Mar.25;2.Haz;2.Tem;Mar.46;Þub.63;2.May;3.Nis;Þub.45;Þub.63;3.Nis;Þub.63;40;Þub.73;Þub.63;Mar.46;Mar.26;Þub.68;Þub.59;36;2.Nis;Oca.96;1.Eyl;Oca.82;19;0;Oca.98;Oca.92;Oca.96;Oca.89;Þub.68;Mar.47;Þub.68
B1;4.08.2018;KAA Gent;SV Zulte-Waregem;1;1;D;0;0;D;12;5;3;3;15;19;9;4;3;3;0;0;1.Aðu;3.Aðu;4;Oca.78;3.Aðu;4.Nis;Oca.75;3.Tem;Nis.25;Oca.78;Mar.82;Nis.65;Oca.75;Mar.75;3.Aðu;1.Aðu;3.Aðu;4.Oca;40;Oca.81;Oca.76;Mar.85;Mar.69;Nis.65;Nis.27;33;Oca.72;Oca.67;2.Þub;Þub.13;19;-0.75;2.Aðu;2;Oca.86;Oca.82;Oca.83;Mar.88;Nis.33
B1;5.08.2018;RSC Anderlecht;KV Oostende;5;2;H;0;0;D;11;6;5;2;18;21;6;1;2;2;0;0;Oca.44;Nis.33;7;Oca.48;Nis.75;Haz.25;Oca.47;Nis.35;6;Oca.47;Nis.56;Tem.24;Oca.44;4.Nis;5.May;Oca.45;4.May;7;38;Oca.53;Oca.46;Nis.75;Nis.41;Tem.24;6.Mar;32;Oca.58;Oca.55;2.May;Þub.37;18;-1.75;2.Kas;2.Þub;Oca.85;1.Aðu;Oca.48;Nis.64;7.Kas
B1;5.08.2018;KRC Genk;Sint-Truidense VV;1;1;D;0;0;D;19;9;9;2;12;16;9;2;0;5;0;0;Oca.53;4.Þub;May.75;1.May;4.Nis;Haz.25;1.May;Nis.15;5.Tem;Oca.52;Nis.31;Haz.64;1.May;Nis.33;5;1.May;Nis.33;Haz.25;38;Oca.56;Oca.51;Nis.41;Nis.17;Haz.64;May.85;31;Oca.67;Oca.62;Þub.28;Þub.22;19;-1;1.Eyl;Oca.84;2.Haz;Oca.97;Oca.38;5.Þub;Eyl.23
B1;5.08.2018;Royal Excel Mouscron;Club Brugge KV;0;1;A;0;0;D;14;9;3;4;16;7;6;5;1;1;0;1;7;Nis.33;Oca.44;7;4.Haz;Oca.45;5.Eyl;Nis.55;Oca.45;Haz.56;4.Eyl;Oca.46;5;4.Aðu;Oca.44;Haz.25;Nis.75;Oca.45;38;7;Haz.15;4.Eyl;Nis.54;1.May;Oca.45;32;Oca.55;Oca.49;Þub.75;Þub.53;18;Oca.25;Oca.89;Oca.83;2.Tem;Oca.99;Haz.84;Nis.98;Oca.46
B1;10.08.2018;Club Brugge KV;KV Kortrijk;3;0;H;2;0;H;12;3;6;2;18;24;8;5;1;1;0;0;Oca.25;6.May;9;Oca.26;6;11.May;Oca.26;5.Tem;9.Oca;Oca.26;Haz.46;Kas.58;Oca.25;6;9;Oca.25;6;10.May;38;Oca.32;Oca.26;Haz.62;May.94;12;9.Eyl;31;Oca.46;Oca.41;2.Eyl;2.Aðu;20;-1.75;2.Oca;Oca.95;Oca.92;Oca.87;Oca.26;Haz.47;Kas.97
B1;11.08.2018;Royal Excel Mouscron;Royal Antwerp FC;0;1;A;0;0;D;1;19;0;6;9;17;1;5;1;2;0;0;Mar.25;3.Haz;2.Oca;3.Oca;3.May;Þub.25;3.Þub;Mar.35;Þub.15;3.Nis;3.May;Þub.17;3.Þub;3.Nis;2.Oca;3.Mar;3.Haz;2.Oca;37;3.Nis;Mar.22;3.Haz;Mar.41;Þub.25;Þub.14;33;1.Eyl;Oca.82;2.Nis;Oca.96;18;0.25;2.Nis;Oca.97;1.Eyl;Oca.85;Mar.87;Mar.68;Oca.99
B1;11.08.2018;Sint-Truidense VV;Sporting Lokeren;1;1;D;0;0;D;20;4;6;2;12;22;7;2;0;6;0;0;Oca.66;3.Aðu;5;Oca.78;Mar.75;4.May;Oca.67;3.Aðu;Nis.45;Oca.73;4.Mar;Nis.68;Oca.67;4;Nis.33;1.Tem;3.Eyl;Nis.75;37;Oca.78;Oca.71;4.Þub;Mar.81;5;4.May;34;Oca.79;Oca.73;Þub.16;2.Tem;19;-0.75;Oca.96;Oca.91;Oca.98;Oca.91;Oca.75;4.Haz;Nis.62
B1;11.08.2018;Standard de Liège;KSV Cercle Brugge;0;0;D;0;0;D;8;7;1;2;18;19;7;0;2;3;0;0;Oca.44;Nis.33;7;Oca.45;4.Nis;Tem.25;Oca.45;Nis.25;6.Nis;Oca.46;4.Nis;Tem.73;Oca.44;Nis.33;6.May;Oca.45;4.May;7;38;1.May;Oca.44;May.15;4.Nis;9;Haz.78;31;1.Tem;Oca.65;Þub.23;Þub.18;20;-1.25;2.Kas;2.Mar;Oca.86;1.Aðu;Oca.61;Nis.56;May.31
B1;11.08.2018;SV Zulte-Waregem;KAS Eupen;4;0;H;2;0;H;16;6;11;4;11;18;5;3;0;3;0;0;1.Nis;5;6.May;Oca.48;4.May;Haz.75;Oca.42;Nis.65;6.Þub;Oca.44;Nis.98;Haz.88;1.Nis;5;6;1.Nis;4.Aðu;7.May;38;Oca.48;Oca.42;5.Oca;Nis.68;7.May;Haz.46;32;Oca.57;Oca.53;Þub.55;Þub.43;21;-1;Oca.73;Oca.68;Þub.28;Þub.19;Oca.47;May.15;Haz.37
B1;12.08.2018;Sporting de Charleroi;RSC Anderlecht;1;2;A;1;1;D;13;8;7;5;21;20;3;3;2;5;0;0;3.May;3.Haz;2;3.May;3.Aðu;2;Mar.45;3.May;Oca.97;Mar.71;Mar.59;2.Mar;3.Nis;3.May;2;3.May;3.Haz;2;36;Mar.71;Mar.46;3.Aðu;Mar.51;2.Oca;2;31;Oca.87;1.Aðu;2.May;Oca.98;18;0.5;Oca.85;Oca.81;2.Tem;2.Oca;3.Mar;Mar.43;Þub.28
B1;12.08.2018;KAA Gent;Waasland-Beveren;4;1;H;1;0;H;19;17;10;7;15;5;11;3;1;2;0;0;Oca.36;Nis.75;8.May;Oca.36;5;8.May;Oca.35;4.Aðu;7.Eyl;Oca.34;May.23;9.Tem;Oca.33;5;7.May;Oca.33;5;9;34;Oca.39;Oca.34;5.Nis;Nis.91;Eyl.75;Aðu.26;29;Oca.67;Oca.63;Þub.28;Þub.22;18;-1.5;2.Eyl;2;Oca.86;Oca.82;Oca.32;May.47;10.Haz
B1;12.08.2018;KV Oostende;KRC Genk;0;2;A;0;0;D;9;15;6;9;18;15;4;7;3;3;0;0;4;Mar.75;Oca.83;4.Oca;Mar.75;Oca.85;Mar.75;Mar.75;Oca.83;Mar.89;4.Þub;Oca.87;3.Haz;3.Eyl;Oca.83;3.Eyl;3.Eyl;Oca.83;37;4.Oca;Mar.82;4.Þub;Mar.75;Oca.95;Oca.85;31;Oca.65;Oca.61;Þub.32;Þub.24;17;0.5;2.Nis;Oca.98;Oca.89;Oca.84;3.Aðu;Mar.93;Oca.94
B1;17.08.2018;RSC Anderlecht;Royal Excel Mouscron;2;0;H;1;0;H;16;7;8;3;14;22;11;5;1;4;1;0;Oca.22;6.May;11;1.Þub;6.May;15;Oca.25;6;9;Oca.21;7.Eyl;15.Nis;Oca.17;7;12;1.Þub;7;12;39;Oca.25;Oca.21;Tem.65;Haz.65;17.15;Ara.33;34;Oca.42;Oca.39;3.Nis;Þub.91;21;-2;2.Ara;2.Nis;Oca.85;Oca.78;Oca.18;8.Haz;16.78
B1;18.08.2018;KSV Cercle Brugge;SV Zulte-Waregem;3;1;H;1;0;H;8;14;4;6;18;18;2;13;4;0;0;0;3.Nis;3.May;2.Nis;3.Oca;3.Tem;2.Þub;Mar.25;3.Haz;2.May;Mar.38;Mar.77;2.Eyl;3.Oca;3.Tem;2.May;3.Mar;3.Haz;2.Oca;41;3.Nis;Mar.22;Mar.85;Mar.64;2.Þub;2.Aðu;34;1.Tem;Oca.65;Þub.28;Þub.19;20;0.25;2.Tem;2.Þub;Oca.85;Oca.81;Mar.26;Mar.93;2.Ara
B1;18.08.2018;KV Kortrijk;KV Oostende;1;2;A;0;1;A;14;6;6;4;20;10;8;4;3;3;1;0;Þub.37;3.Nis;Þub.87;2.Nis;3.May;Þub.85;Þub.35;3.May;2.Tem;Þub.42;Mar.69;Þub.81;Þub.38;3.Haz;Þub.62;2.May;3.May;2.Tem;41;Þub.54;Þub.41;3.Tem;Mar.49;Þub.87;Þub.73;35;Oca.73;Oca.66;Þub.29;Þub.17;20;0;Oca.88;Oca.81;2.Eyl;2.Þub;Þub.47;Mar.45;Þub.96
B1;18.08.2018;Sporting Lokeren;Standard de Liège;0;3;A;0;0;D;5;20;2;14;20;9;4;5;4;2;0;0;Nis.33;3.May;Oca.83;4;3.Haz;Oca.91;3.Aðu;Mar.45;1.Eyl;Nis.17;Mar.64;1.Eyl;3.Aðu;3.Haz;Oca.85;4.Oca;3.May;1.Eyl;40;Nis.35;4;Mar.66;Mar.48;Oca.97;Oca.88;36;Oca.98;Oca.92;Oca.95;Oca.87;19;0.75;Oca.73;1.Tem;Þub.23;Þub.15;Nis.93;Nis.44;Oca.65
B1;18.08.2018;Waasland-Beveren;Sint-Truidense VV;2;2;D;1;1;D;13;11;7;8;18;24;2;2;3;3;0;0;3;3.May;Þub.25;3;3.May;2.Mar;2.Eyl;Mar.45;Þub.25;3.Þub;Mar.63;Þub.31;Þub.88;3.Haz;2.Þub;3;3.May;2.Mar;40;3.Nis;Þub.94;Mar.63;Mar.45;2.Nis;Þub.28;36;Oca.81;Oca.73;Þub.17;2.Tem;19;0.25;1.Eyl;Oca.84;2.May;Oca.99;Mar.31;Mar.68;Þub.18
B1;19.08.2018;Royal Antwerp FC;Club Brugge KV;1;1;D;0;0;D;5;9;1;4;27;16;3;3;3;0;0;0;3.Haz;3.Nis;2.Nis;3.Aðu;3.Nis;2.May;3.Nis;Mar.35;2.May;Mar.69;Mar.32;Þub.14;Mar.25;3.Nis;2.Oca;3.Nis;3.May;2.Oca;38;3.Aðu;Mar.45;Mar.55;Mar.37;Þub.16;2.Aðu;33;Oca.85;Oca.77;2.Kas;2;18;0.25;2.Eyl;2.Þub;Oca.85;1.Aðu;Þub.83;Mar.44;Þub.57
B1;19.08.2018;KAS Eupen;KAA Gent;2;3;A;1;2;A;11;8;4;4;23;15;6;8;2;5;0;1;Nis.75;4;Oca.64;May.25;3.Eyl;Oca.67;4.Tem;4.May;1.Haz;4.Eyl;Nis.29;Oca.66;4.May;4.Þub;Oca.62;4.Aðu;4.Oca;Oca.65;39;May.25;Nis.74;Nis.29;4.Mar;Oca.71;Oca.64;33;Oca.65;Oca.61;238;Þub.26;19;0.75;2.Haz;2.Oca;Oca.88;Oca.81;4.May;3.Eyl;Oca.81
B1;19.08.2018;KRC Genk;Sporting de Charleroi;3;1;H;1;1;D;18;12;6;7;12;19;10;2;0;4;0;0;1.Nis;Nis.75;7;Oca.44;Nis.75;7;1.Nis;Nis.65;6.Haz;Oca.44;Nis.91;7.Eyl;1.Nis;Nis.75;6.May;1.Nis;Nis.75;7.May;39;Oca.45;Oca.41;5.Þub;Nis.71;7.May;Haz.73;33;Oca.68;Oca.63;Þub.26;Þub.21;19;-1.25;Oca.99;Oca.93;Oca.96;Oca.89;Oca.52;Nis.38;Haz.83
B1;24.08.2018;KV Oostende;SV Zulte-Waregem;3;1;H;1;1;D;7;10;5;3;18;21;0;4;3;4;0;0;3.Oca;3.May;2.Þub;Mar.25;3.Haz;Þub.15;3.Oca;3.Haz;2.Oca;Mar.14;Mar.79;Þub.22;3;3.Tem;2.Oca;Mar.13;3.Haz;Þub.15;41;Mar.25;3.Kas;3.Aðu;Mar.57;Þub.25;Þub.15;30;Oca.62;Oca.57;Þub.43;Þub.33;20;0.25;2.Þub;Oca.94;Oca.95;Oca.88;3.Mar;Mar.86;2.Ara
B1;25.08.2018;Royal Antwerp FC;KSV Cercle Brugge;1;0;H;0;0;D;8;10;6;5;14;13;3;3;3;4;1;0;Oca.61;Mar.75;5.May;Oca.62;4;5.May;1.Haz;Mar.75;5.Þub;Oca.67;Mar.78;May.63;Oca.65;3.Tem;5;Oca.62;Mar.75;May.75;39;Oca.69;Oca.63;Nis.15;Mar.78;May.75;May.25;35;Oca.93;Oca.84;2.Þub;Oca.94;19;-1;2.Þub;2.Oca;1.Aðu;Oca.73;1.Aðu;Mar.47;May.32
B1;25.08.2018;Sporting de Charleroi;KV Kortrijk;0;2;A;0;1;A;7;8;1;4;12;19;8;1;0;5;0;0;Oca.57;Mar.75;6;Oca.62;3.Eyl;May.75;Oca.57;Mar.85;5.Mar;1.Haz;Nis.14;May.67;Oca.57;4.Þub;4.Aðu;Oca.62;3.Eyl;5.Nis;40;Oca.73;Oca.61;4.Þub;Mar.86;6;May.28;36;1.Eyl;Oca.83;2.Mar;Oca.95;20;-1;2.Þub;2.Oca;1.Aðu;Oca.73;Oca.95;Mar.33;Nis.53
B1;25.08.2018;Royal Excel Mouscron;KAS Eupen;0;1;A;0;1;A;12;7;5;4;16;22;10;5;1;4;0;0;2.Mar;3.Nis;3;2.Nis;3.Haz;2.Aðu;Þub.35;Mar.45;2.Tem;Þub.48;Mar.59;Þub.78;Þub.38;3.Haz;Þub.62;Þub.38;3.May;2.Aðu;40;2.May;Þub.38;3.Haz;Mar.47;3;Þub.78;35;Oca.72;Oca.68;Þub.25;Þub.15;20;-0.25;Þub.14;2.Tem;Oca.82;Oca.76;Þub.68;Mar.55;Þub.63
B1;25.08.2018;Standard de Liège;Sint-Truidense VV;3;2;H;1;1;D;20;9;9;7;19;14;9;1;3;3;0;0;Oca.53;4;6;Oca.55;4.Nis;May.75;Oca.53;Nis.15;5.Nis;Oca.56;Nis.26;6.Nis;1.May;Nis.33;5.May;Oca.53;4.Oca;6;40;1.Haz;Oca.53;4.Nis;Nis.14;Haz.13;May.66;33;Oca.74;Oca.68;Þub.23;Þub.14;22;-1;Oca.96;1.Eyl;Oca.98;1.Eyl;Oca.51;Nis.45;Haz.75
B1;26.08.2018;Club Brugge KV;RSC Anderlecht;2;1;H;2;1;H;11;10;9;1;24;16;7;2;2;2;0;0;1.Aðu;Mar.75;4.Þub;1.Eyl;Mar.75;3.Eyl;Oca.85;3.Tem;3.Tem;Oca.93;Mar.92;Mar.77;Oca.83;3.Eyl;3.Haz;Oca.85;3.Aðu;3.Eyl;39;Oca.94;Oca.86;Mar.95;Mar.74;4.Þub;Mar.78;32;Oca.67;Oca.63;Þub.32;Þub.22;18;-0.75;Þub.21;Þub.13;Oca.77;Oca.71;Oca.78;Mar.81;Nis.87
B1;26.08.2018;KRC Genk;Waasland-Beveren;3;2;H;1;0;H;13;13;6;7;21;14;10;5;2;4;0;0;1.Þub;6;15;Oca.28;May.75;10.May;Oca.23;5.Aðu;10;Oca.26;Haz.62;Eki.25;1.Þub;7;9.May;Oca.22;6.May;11.May;37;1.Mar;Oca.24;7;6.May;15;Eki.54;30;1.May;Oca.44;2.Aðu;Þub.68;18;-1.75;Oca.96;Oca.89;2.Oca;Oca.93;Oca.23;Tem.56;Kas.47
B1;26.08.2018;KAA Gent;Sporting Lokeren;2;1;H;0;0;D;16;7;6;5;8;21;19;4;1;0;0;0;Oca.28;May.25;10;1.Mar;5.May;10.May;1.Mar;5.Oca;8.May;Oca.28;May.75;12.May;Oca.29;5.May;8.May;1.Mar;5.Nis;9.May;39;Oca.35;Oca.29;Haz.15;May.39;13;Eyl.81;32;1.Haz;Oca.56;Þub.43;Þub.37;20;-1.5;Oca.97;Oca.89;2.Aðu;Oca.93;1.Nis;Nis.81;9.Þub
B1;31.08.2018;SV Zulte-Waregem;Club Brugge KV;2;5;A;0;3;A;19;23;7;13;27;23;2;6;5;1;0;0;3.Oca;3.May;2.Þub;Þub.95;Mar.75;Þub.25;2.Eyl;Mar.65;Þub.15;3.May;Mar.91;Þub.23;3;3.Aðu;2.Oca;3;3.Aðu;Þub.15;39;3.Oca;Þub.95;Mar.95;Mar.72;Þub.27;2.Þub;31;Oca.57;Oca.52;Þub.56;Þub.45;19;0.25;Oca.98;Oca.91;Oca.98;Oca.91;Mar.69;Mar.72;2.Mar
B1;1.09.2018;Sporting de Charleroi;Royal Excel Mouscron;3;1;H;2;0;H;12;5;9;1;17;14;4;5;2;6;0;0;Oca.57;4.Þub;May.25;Oca.57;4.Oca;May.75;Oca.57;3.Eyl;5.Þub;Oca.61;4;5.Eyl;Oca.62;4;5;Oca.57;4;May.75;39;Oca.64;Oca.58;4.Þub;Mar.96;6;5.May;33;Oca.84;Oca.77;2.Kas;2.Oca;21;-1;2.Kas;2.Mar;Oca.86;1.Aðu;1.May;4.May;Haz.97
B1;1.09.2018;KAS Eupen;Standard de Liège;2;1;H;0;1;A;10;5;5;3;11;2;2;5;1;2;0;0;May.25;4.Þub;Oca.57;May.25;Nis.25;1.Haz;5;4.Oca;Oca.57;May.37;Nis.46;Oca.59;4.Aðu;4.Nis;Oca.57;5.Þub;4.Oca;1.Haz;39;May.56;5.Aðu;Nis.46;Nis.16;Oca.67;Oca.59;31;Oca.65;Oca.62;Þub.33;Þub.22;22;1;Oca.88;1.Aðu;2.Oca;2.Þub;May.54;Nis.51;Oca.58
B1;1.09.2018;Sporting Lokeren;Waasland-Beveren;1;0;H;0;0;D;7;10;5;5;12;21;5;5;1;4;0;0;Þub.14;3.Nis;3.Mar;Þub.15;3.Haz;Mar.25;Þub.15;Mar.45;3.Oca;Þub.22;Mar.53;Mar.27;Þub.15;3.May;3.Oca;2.Þub;3.Nis;3.Þub;38;Þub.27;Þub.17;3.Haz;Mar.44;3.May;Mar.15;31;Oca.75;Oca.68;Þub.23;Þub.14;17;-0.25;Oca.95;Oca.89;2;Oca.94;Þub.27;Mar.45;3.Mar
B1;1.09.2018;Sint-Truidense VV;KV Oostende;1;0;H;0;0;D;13;6;5;3;18;14;6;3;2;2;0;0;Oca.95;3.May;3.Aðu;Oca.95;3.Haz;3.Aðu;1.Eyl;3.Haz;Mar.65;Oca.95;3.Aðu;Mar.78;Oca.95;3.Aðu;3.Nis;Oca.95;3.Haz;Mar.75;38;Oca.98;Oca.93;3.Aðu;Mar.63;Mar.81;Mar.65;31;Oca.76;Oca.68;Þub.17;Þub.13;17;-0.5;2;Oca.93;Oca.97;1.Eyl;Oca.85;4.Mar;4.Eyl
B1;2.09.2018;RSC Anderlecht;Royal Antwerp FC;1;1;D;1;0;H;9;9;4;2;18;19;4;5;1;3;0;0;Oca.66;4;Nis.75;1.Tem;3.Aðu;5;1.Tem;3.Tem;Nis.55;Oca.72;Mar.84;5.Tem;1.Tem;3.Aðu;4.Haz;1.Tem;Mar.75;5;36;Oca.75;Oca.69;4;Mar.74;5.Tem;Nis.73;30;Oca.84;Oca.76;2.Aðu;2.Þub;16;-1;Þub.33;Þub.21;Oca.71;Oca.66;Oca.98;Mar.45;Nis.22
